,Subject_num,Subject_origin,Subject_residence,Mu,Regime,Average_degree,Betweenness,Closeness,Load centrality,Assortativity,Clustering,Number_components,Size_largest_component,Closeness_residence,Number_residence,Closeness_origin,Number_origin,SEX,AGE,BORN,DAD,MOM,MARR,CHILD,CBORN,CMOM,EMP,EDUC,FMIG,TVIS,VEU,SPAN,NLAN,SASS,HASS,HMUS,SMUS,HTV,STV,SMOV,HMOV,NREA,RSPA,WNAT,WSPA,TSPA,TNAT,CHOM,CSPA,FID,MID,FGRO,FSPA,HCOO,NSPA,FHOM,IANG,IHYP,ISPA,SMON,WREC,BNEW,HEA,SMOK,TALL,KILO,VDOC,DEP1,DEP2,DEP3,DEP4,DEP5,DEP6,DEP7,HEAL,RACE,PAP,DEP,REAS,RACM,SGOO,RELG,ASEX01N,ASEX01P,ASEX02N,ASEX02P,ASEXN8N,ASEXN8P,ASEXN9N,ASEXN9P,ARAC01N,ARAC01P,ARAC02N,ARAC02P,ARAC03N,ARAC03P,ARAC04N,ARAC04P,AOL201N,AOL201P,AOL202N,AOL202P,AOL203N,AOL203P,AOL204N,AOL204P,AOL205N,AOL205P,AOL206N,AOL206P,AOL207N,AOL207P,AOL208N,AOL208P,AOL209N,AOL209P,AOL210N,AOL210P,AOL2N8N,AOL2N8P,AOL2N9N,AOL2N9P,ATIM_MN,ATIM_SD,CLOS01N,CLOS01P,CLOS02N,CLOS02P,CLOS03N,CLOS03P,CLOS04N,CLOS04P,CLOS05N,CLOS05P,AFRM01N,AFRM01P,AFRM02N,AFRM02P,AFRM03N,AFRM03P,AFRM04N,AFRM04P,AFRM05N,AFRM05P,AFRM06N,AFRM06P,AFRM07N,AFRM07P,AFRM08N,AFRM08P,AFRM09N,AFRM09P,AFRM10N,AFRM10P,AFRM11N,AFRM11P,AFRMN8N,AFRMN8P,AFRMN9N,AFRMN9P,AFRQ01N,AFRQ01P,AFRQ02N,AFRQ02P,AFRQ03N,AFRQ03P,AFRQ04N,AFRQ04P,AFRQ05N,AFRQ05P,AFRQ06N,AFRQ06P,AFRQ07N,AFRQ07P,AREL01N,AREL01P,AREL02N,AREL02P,AREL03N,AREL03P,AREL04N,AREL04P,AREL05N,AREL05P,AREL06N,AREL06P,AREL07N,AREL07P,AREL08N,AREL08P,AREL09N,AREL09P,AREL10N,AREL10P,AREL11N,AREL11P,AREL12N,AREL12P,AREL13N,AREL13P,ALIV01N,ALIV01P,ALIV02N,ALIV02P,ALIV03N,ALIV03P,ALIV04N,ALIV04P,ALIV05N,ALIV05P,ALIV06N,ALIV06P,ALIV07N,ALIV07P,ACITN8N,ACITN8P,ACITN9N,ACITN9P,APRO01N,APRO01P,APRO02N,APRO02P,ASMO01N,ASMO01P,ASMO02N,ASMO02P,TIEDCA,TIEDCM,TIECCA,TIECCM,TIEBCA,TIEBCM,TIEISO,TIEDYD,TIECMP,TIEDEN,TIEDC,TIECC,TIEBC,TIECND,TIECCZ,DSET,COUNTRY,SCALEV,SCALEA,NEI1,NEI2,NEI3,NEI4,NEI5,NEI6,NEI7,NEI8,NEI9,NE10,NE11,NE12,APRON8N,APRON8P,APRON9N,APRON9P,ASMO03N,ASMO03P,ASMO04N,ASMO04P,SPOUS,CYEAR,LVIS,LANG,HMON,GSPE,EXER,NDOC,OMED,WOR1,WOR2,WOR3,CHNG,TRAN,TRN2,ACON01N,ACON01P,ACON02N,ACON02P,ACON03N,ACON03P,ACON04N,ACON04P,ACON05N,ACON05P,ACONN8N,ACONN8P,ACONN9N,ACONN9P,AHLP01N,AHLP01P,AHLP02N,AHLP02P,AHLPN8N,AHLPN8P,AHLPN9N,AHLPN9P,CLOSN8N,CLOSN8P,CLOSN9N,CLOSN9P,AFRQN8N,AFRQN8P,AFRQN9N,AFRQN9P,ARELN8N,ARELN8P,ARELN9N,ARELN9P,NBORN,NMOM,NDAD,SPA2,ACOUNTRY,ICOM,IETH,ICUB,AFRM12N,AFRM12P,ALIV08N,ALIV08P,ALIV09N,ALIV09P,ALIV11N,ALIV11P,ALIV12N,ALIV12P,APRO00N,APRO00P,ASMO00N,ASMO00P,CANY,SPENJ,IGRP,AFRM13N,AFRM13P,ALIV10N,ALIV10P,ALIV13N,ALIV13P,TIEQ,SPANISH,HEAL2,SCLAEA,GROUP,SMOKE,DEPRESS,YDOC,FIRSTGEN,STRONG,SEEWEEK,FAMILY,ABOVE50,DOMINICA,WHITE,NEVMAR,EMPLOY,EDUCATIO,ASMOKE,MOS,AOS,ACCULTUR,ALEVEL,FMIG2
18765,12,se,sp,-0.882428645977782,Inverted,21.4222222222222,0.014752172891708,0.640687325514071,0.014752172891708,-0.002851315674756,0.765519700221737,1,1,0,0,1.58139534883721,43,1,30,2,2,2,1,0,,5,2,6,2005,0,1,3,5,1,4,1,3,5,4,4,5,2,2,5,1,1,5,4,3,5,5,5,1,5,3,5,1,5,1,3,4,1,2,1,170,60,0,1,1,1,1,1,1,2,0,3,2,1,2,1,6,1,32,0.71111,13,0.28889,0,0,0,0,0,0,45,1,0,0,0,0,0,0,10,0.22222,21,0.46667,10,0.22222,4,0.08889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1333,8.2774,0,0,2,0.04444,3,0.06667,10,0.22222,30,0.66667,0,0,0,0,43,0.95556,0,0,1,0.02222,0,0,0,0,0,0,0,0,0,0,1,0.02222,0,0,0,0,1,0.02222,0,0,1,0.02222,0,0,2,0.04444,0,0,41,0.91111,2,0.04444,16,0.35556,4,0.08889,0,0,0,0,0,0,9,0.2,0,0,1,0.02222,6,0.13333,3,0.06667,4,0.08889,0,0,4,0.08889,37,0.82222,0,0,1,0.02222,0,0,0,0,3,0.06667,0,0,0,0,7,0.15556,38,0.84444,2,0.04444,43,0.95556,45.35353,75,61.05,78.18,1.52,13.33,1,0,1,0.45354,55.03876,35.20344,12.05606,25,0.88,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,spain,,,,,,,,,,,,0
18810,13,se,sp,-0.59911630158026,Inverted,41.8666666666667,0.001127554615927,0.956544914998372,0.001127554615927,-0.063576354966589,0.854315105821435,1,1,1,1,1.88095238095238,42,1,29,2,2,2,1,1,0,9,2,7,2005,0,0,5,3,3,5,3,3,5,3,5,5,1,2,3,3,3,3,3,5,5,5,5,1,5,1,5,3,5,3,3,2,1,1,3,175,70,2005,3,1,1,1,1,1,3,0,3,2,1,2,1,8,1,36,0.8,8,0.17778,0,0,0,0,0,0,44,0.97778,0,0,0,0,0,0,0,0,21,0.46667,19,0.42222,3,0.06667,0,0,1,0.02222,0,0,0,0,0,0,0,0,0,0,13.6444,8.4962,0,0,2,0.04444,15,0.33333,9,0.2,18,0.4,1,0.02222,0,0,42,0.93333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06667,4,0.08889,3,0.06667,8,0.17778,22,0.48889,0,0,2,0.04444,0,0,9,0.2,14,0.31111,17,0.37778,0,0,0,0,2,0.04444,0,0,1,0.02222,0,0,0,0,0,0,0,0,12,0.26667,29,0.64444,0,0,2,0.04444,0,0,0,0,1,0.02222,0,0,0,0,34,0.75556,9,0.2,7,0.15556,37,0.82222,67.17172,100,76.11,100,0.76,2.15,0,0,1,0.67172,34.35518,49.44037,1.41615,30,0.59,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,spain,,,,,,,,,,,,0
18855,14,se,sp,0.022226979248414,Unclear,5.35,0.033468286099865,0.454582909297846,0.033468286099865,-0.355399978159846,0.231664142609421,1,1,3.63636363636364,11,2.85294117647059,34,1,32,2,2,2,1,0,,6,2,3,2002,0,0,4,5,5,3,3,3,4,5,1,4,4,5,2,3,1,5,5,5,5,5,5,1,5,3,5,2,1,1,2,2,1,1,4,182,86,0,1,1,1,1,3,1,1,1,2,1,2,2,2,3,1,32,0.71111,13,0.28889,0,0,0,0,7,0.15556,38,0.84444,0,0,0,0,1,0.02222,3,0.06667,18,0.4,14,0.31111,7,0.15556,0,0,0,0,2,0.04444,0,0,0,0,0,0,0,0,10.2222,10.1454,7,0.15556,18,0.4,2,0.04444,4,0.08889,14,0.31111,11,0.24444,0,0,34,0.75556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.11111,16,0.35556,0,0,4,0.08889,2,0.04444,1,0.02222,17,0.37778,1,0.02222,8,0.17778,7,0.15556,0,0,2,0.04444,0,0,22,0.48889,0,0,2,0.04444,1,0.02222,0,0,0,0,2,0.04444,31,0.68889,14,0.31111,0,0,0,0,0,0,0,0,0,0,9,0.2,0,0,31,0.68889,14,0.31111,2,0.04444,43,0.95556,8.78788,43,35.65,57.35,2.88,30.66,5,0,1,0.08788,93.52227,44.3803,28.16375,3,0.89,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,spain,,,,,,,,,,,,0
18900,15,se,sp,-0.534336634796476,Inverted,36.1777777777778,0.004275311252055,0.866271743197398,0.004275311252055,0.298385412607049,0.919548776825983,1,1,0,0,2.04444444444444,45,1,26,3,3,3,1,0,,6,2,3,2004,0,0,3,5,2,5,5,2,5,5,5,5,2,2,3,1,1,5,3,1,5,5,5,1,5,1,5,1,5,1,2,2,1,1,1,177,64,0,1,1,1,1,1,1,1,0,3,2,2,1,1,3,1,27,0.6,18,0.4,0,0,0,0,0,0,0,0,45,1,0,0,0,0,2,0.04444,26,0.57778,13,0.28889,3,0.06667,1,0.02222,0,0,0,0,0,0,0,0,0,0,0,0,16.6667,9.4985,0,0,3,0.06667,10,0.22222,14,0.31111,18,0.4,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06667,0,0,2,0.04444,0,0,0,0,0,0,40,0.88889,1,0.02222,15,0.33333,4,0.08889,0,0,0,0,0,0,10,0.22222,0,0,0,0,2,0.04444,2,0.04444,10,0.22222,1,0.02222,5,0.11111,1,0.02222,37,0.82222,0,0,0,0,0,0,2,0.04444,1,0.02222,0,0,32,0.71111,13,0.28889,9,0.2,36,0.8,81.51515,95,86.16,95.65,0.45,5.63,0,0,1,0.81515,19.34461,19.64657,5.29564,30,0.85,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,spain,,,,,,,,,,,,0
18945,16,se,sp,1.2779973373439,Standard,13.0666666666667,0.018628141883956,0.478099580118185,0.018628141883956,0.232588068491656,0.710993846913687,2,0.933333333333333,4.875,8,4.5,32,1,27,2,2,2,1,0,,6,2,4,2001,0,1,4,4,3,4,4,2,4,4,3,4,2,3,1,2,3,4,5,4,5,5,5,1,4,3,4,3,5,1,2,2,2,2,1,180,76,2004,1,1,1,1,1,1,1,0,2,2,2,1,2,5,1,40,0.88889,5,0.11111,0,0,0,0,8,0.17778,37,0.82222,0,0,0,0,0,0,0,0,20,0.44444,21,0.46667,4,0.08889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3333,4.8899,33,0.73333,10,0.22222,1,0.02222,0,0,1,0.02222,8,0.17778,0,0,31,0.68889,1,0.02222,0,0,0,0,0,0,0,0,0,0,0,0,5,0.11111,0,0,0,0,3,0.06667,4,0.08889,13,0.28889,6,0.13333,9,0.2,3,0.06667,7,0.15556,0,0,3,0.06667,0,0,0,0,1,0.02222,0,0,4,0.08889,0,0,10,0.22222,12,0.26667,5,0.11111,1,0.02222,9,0.2,37,0.82222,2,0.04444,0,0,0,0,0,0,0,0,6,0.13333,0,0,0,0,20,0.44444,25,0.55556,4,0.08889,41,0.91111,27.37374,61,195.66,2150,1.86,16.67,1,0,2,0.27374,74.75083,4040.15198,15.10995,15,0.83,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,spain,,,,,,,,,,,,0
18990,17,se,sp,-0.633550364806905,Inverted,12.1777777777778,0.032910500352361,0.43496370230927,0.032910500352361,0.481063221970738,0.756467159145178,1,1,0,0,1.91111111111111,45,1,25,3,3,2,1,0,,6,2,3,2002,0,0,3,5,1,3,3,3,1,4,4,4,5,5,3,3,3,5,5,5,5,5,5,1,3,1,5,5,5,3,3,4,2,3,1,180,75,2004,1,1,2,1,1,1,1,0,2,2,1,3,2,8,1,24,0.53333,21,0.46667,0,0,0,0,0,0,28,0.62222,17,0.37778,0,0,0,0,11,0.24444,20,0.44444,8,0.17778,4,0.08889,2,0.04444,0,0,0,0,0,0,0,0,0,0,0,0,9.9778,6.9522,0,0,3,0.06667,4,0.08889,14,0.31111,24,0.53333,0,0,0,0,3,0.06667,42,0.93333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.13333,9,0.2,2,0.04444,4,0.08889,2,0.04444,9,0.2,13,0.28889,1,0.02222,10,0.22222,4,0.08889,0,0,0,0,0,0,12,0.26667,0,0,1,0.02222,9,0.2,5,0.11111,1,0.02222,2,0.04444,16,0.35556,2,0.04444,25,0.55556,0,0,0,0,0,0,2,0.04444,0,0,0,0,28,0.62222,17,0.37778,14,0.31111,31,0.68889,27.67677,45,43.5,56.41,3.29,21.25,0,0,1,0.27677,75.6871,26.72192,18.36458,14,0.61,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,,spain,,,,,,,,,,,,0
19035,18,se,sp,-0.811587482207333,Inverted,31.6,0.006553911205074,0.785961674647964,0.006553911205074,-0.095607928212214,0.69931260381243,1,1,0,0,1.71111111111111,45,1,17,3,3,3,1,0,,7,6,2,2004,0,0,3,5,1,5,5,3,5,5,5,5,4,2,1,1,1,5,5,1,5,5,5,1,5,1,5,1,5,1,1,8,2,1,1,164,6,60,1,1,1,1,1,1,1,0,3,1,2,1,1,0,1,33,0.73333,12,0.26667,0,0,0,0,0,0,0,0,45,1,0,0,3,0.06667,14,0.31111,9,0.2,4,0.08889,5,0.11111,2,0.04444,3,0.06667,5,0.11111,0,0,0,0,0,0,0,0,12.2,4.5097,0,0,0,0,10,0.22222,11,0.24444,24,0.53333,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.15556,9,0.2,15,0.33333,11,0.24444,1,0.02222,0,0,2,0.04444,0,0,25,0.55556,0,0,0,0,0,0,0,0,20,0.44444,0,0,0,0,0,0,0,0,0,0,0,0,8,0.17778,0,0,37,0.82222,0,0,0,0,0,0,0,0,0,0,0,0,21,0.46667,24,0.53333,4,0.08889,41,0.91111,59.09091,89,71.67,89.8,0.95,2.3,0,0,1,0.59091,42.81184,37.51229,1.37893,23,0.48,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,spain,,,,,,,,,,,,0
19080,19,se,sp,0.325123213326046,Standard,19.0222222222222,0.013248766737139,0.645474963238428,0.013248766737139,-0.129850762805687,0.779367305142855,1,1,4,7,3.55263157894737,38,1,29,2,2,2,1,0,,4,1,2,2003,0,0,3,5,3,5,5,2,5,5,3,5,5,3,5,2,1,5,5,3,5,5,5,2,5,2,5,5,5,1,3,2,2,2,4,170,66,2005,1,1,1,1,1,1,1,0,2,1,1,1,3,34,1,37,0.82222,8,0.17778,0,0,0,0,6,0.13333,39,0.86667,0,0,0,0,0,0,2,0.04444,17,0.37778,16,0.35556,8,0.17778,2,0.04444,0,0,0,0,0,0,0,0,0,0,0,0,3.2,6.181,13,0.28889,20,0.44444,2,0.04444,2,0.04444,8,0.17778,7,0.15556,0,0,24,0.53333,14,0.31111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.42222,7,0.15556,8,0.17778,3,0.06667,5,0.11111,2,0.04444,1,0.02222,1,0.02222,3,0.06667,2,0.04444,8,0.17778,2,0.04444,0,0,1,0.02222,0,0,13,0.28889,13,0.28889,0,0,1,0.02222,1,0.02222,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.17778,37,0.82222,14,0.31111,31,0.68889,42.72727,91,64.32,91.67,1.34,15.51,0,0,1,0.42727,59.93658,56.59329,14.49631,19,0.56,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,spain,,,,,,,,,,,,0
19125,20,se,sp,-0.688251440311728,Inverted,20.2222222222222,0.013272257458304,0.65554373769305,0.013272257458304,-0.139555200063534,0.717544146343658,1,1,0,0,1.83720930232558,43,1,33,2,2,2,1,0,,5,6,5,2005,0,1,3,5,1,5,5,5,5,5,5,5,1,4,1,1,1,5,5,1,5,5,5,1,5,1,5,1,5,1,1,8,2,1,1,175,70,0,1,1,1,1,1,1,1,0,2,2,2,1,1,0,1,34,0.75556,11,0.24444,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,19,0.42222,19,0.42222,2,0.04444,3,0.06667,2,0.04444,0,0,0,0,0,0,0,0,0,0,17.5333,11.1686,0,0,2,0.04444,16,0.35556,8,0.17778,19,0.42222,0,0,1,0.02222,43,0.95556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02222,0,0,0,0,3,0.06667,18,0.4,8,0.17778,10,0.22222,4,0.08889,1,0.02222,1,0.02222,0,0,17,0.37778,0,0,0,0,0,0,0,0,28,0.62222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.8,0,0,0,0,0,0,0,0,9,0.2,0,0,0,0,12,0.26667,33,0.73333,11,0.24444,34,0.75556,41.71717,89,62.29,91.49,1.36,11.38,1,0,1,0.41717,59.02547,60.43195,10.23431,19,0.73,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,spain,,,,,,,,,,,,0
19170,21,se,sp,-0.145769890296316,Unclear,9.22727272727273,0.02796234772979,0.470102427077319,0.02796234772979,0.027228634577603,0.666603887832232,1,1,3.75,4,2.55263157894737,38,1,39,2,2,2,2,4,0,6,1,2,2004,0,0,2,5,1,5,5,3,4,4,4,5,5,3,3,1,4,5,5,4,5,5,5,1,5,1,5,4,5,4,3,2,1,1,1,190,78,2005,1,1,3,1,2,1,1,0,2,1,1,2,1,12,1,33,0.73333,12,0.26667,0,0,0,0,8,0.17778,37,0.82222,0,0,0,0,0,0,1,0.02222,31,0.68889,5,0.11111,5,0.11111,1,0.02222,2,0.04444,0,0,0,0,0,0,0,0,0,0,21.2889,9.9903,2,0.04444,3,0.06667,10,0.22222,25,0.55556,5,0.11111,4,0.08889,0,0,38,0.84444,0,0,3,0.06667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.44444,2,0.04444,9,0.2,1,0.02222,12,0.26667,1,0.02222,0,0,1,0.02222,7,0.15556,3,0.06667,3,0.06667,4,0.08889,0,0,0,0,0,0,0,0,1,0.02222,0,0,26,0.57778,0,0,27,0.6,18,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.22222,35,0.77778,6,0.13333,39,0.86667,20.30303,55,45.9,69.35,2.62,35.81,1,0,1,0.20303,82.50277,48.3197,33.9057,7,0.7,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,spain,,,,,,,,,,,,0
19215,22,se,sp,-0.45961390458476,Inverted,22.9777777777778,0.011134601832276,0.680042067801249,0.011134601832276,-0.103918568037032,0.529169711839101,1,1,0,0,2.15555555555556,45,1,28,2,2,2,1,0,,3,6,2,2005,0,0,3,5,1,5,5,4,5,5,5,5,5,3,5,1,1,5,5,1,5,5,5,1,5,2,5,1,5,1,2,4,1,1,1,174,69,2005,1,1,1,1,1,1,1,0,2,2,1,1,1,0,1,36,0.8,9,0.2,0,0,0,0,0,0,0,0,45,1,0,0,0,0,3,0.06667,26,0.57778,14,0.31111,2,0.04444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7111,34.9607,0,0,4,0.08889,16,0.35556,12,0.26667,13,0.28889,0,0,0,0,44,0.97778,1,0.02222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.17778,13,0.28889,15,0.33333,9,0.2,0,0,0,0,0,0,0,0,9,0.2,0,0,0,0,0,0,0,0,36,0.8,0,0,0,0,0,0,0,0,0,0,0,0,20,0.44444,25,0.55556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.46667,24,0.53333,4,0.08889,41,0.91111,50,84,67.03,86.27,1.16,3.93,0,0,1,0.5,52.32558,39.81595,2.83102,22,0.34,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,spain,,,,,,,,,,,,0
19260,23,se,sp,0.066795464798245,Unclear,16.2222222222222,0.023044397463002,0.523346965445721,0.023044397463002,0.510862574985518,0.784552684132916,1,1,0,0,3.09302325581395,43,1,40,2,2,2,2,2,0,3,3,1,2004,0,0,2,5,2,5,5,5,2,5,5,5,2,2,3,2,2,5,5,4,5,5,5,1,5,2,5,5,5,5,3,1,2,2,1,179,68,2005,1,2,1,1,2,1,3,0,2,-99,1,1,1,18,1,33,0.73333,12,0.26667,0,0,0,0,0,0,41,0.91111,4,0.08889,0,0,0,0,6,0.13333,7,0.15556,21,0.46667,7,0.15556,2,0.04444,2,0.04444,0,0,0,0,0,0,0,0,0,0,19.9778,12.8348,5,0.11111,22,0.48889,6,0.13333,2,0.04444,10,0.22222,0,0,0,0,41,0.91111,2,0.04444,0,0,0,0,0,0,0,0,0,0,0,0,2,0.04444,0,0,0,0,1,0.02222,1,0.02222,7,0.15556,3,0.06667,19,0.42222,3,0.06667,11,0.24444,0,0,10,0.22222,4,0.08889,0,0,0,0,2,0.04444,2,0.04444,0,0,0,0,13,0.28889,0,0,12,0.26667,2,0.04444,8,0.17778,26,0.57778,0,0,0,0,0,0,0,0,11,0.24444,0,0,0,0,11,0.24444,34,0.75556,9,0.2,36,0.8,36.56565,59,50.01,67.69,2.54,37.26,0,0,1,0.36566,66.38478,36.59884,35.50764,18,0.68,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,spain,,,,,,,,,,,,0
19305,24,se,sp,-0.325123213326046,Inverted,23.6,0.016654921306084,0.615224563489232,0.016654921306084,0.499006267571176,0.830791194062004,1,1,1.5,4,2.45,40,1,26,2,2,2,1,0,,9,6,3,0,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,3,2,1,1,1,172,65,2005,4,4,4,4,4,4,4,1,3,1,1,2,2,2,1,22,0.48889,23,0.51111,0,0,0,0,5,0.11111,39,0.86667,1,0.02222,0,0,0,0,6,0.13333,18,0.4,9,0.2,7,0.15556,2,0.04444,3,0.06667,0,0,0,0,0,0,0,0,0,0,17.4444,10.05,3,0.06667,8,0.17778,4,0.08889,11,0.24444,19,0.42222,4,0.08889,0,0,40,0.88889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02222,0,0,0,0,8,0.17778,3,0.06667,13,0.28889,2,0.04444,7,0.15556,1,0.02222,11,0.24444,2,0.04444,19,0.42222,5,0.11111,1,0.02222,2,0.04444,0,0,10,0.22222,0,0,1,0.02222,0,0,1,0.02222,4,0.08889,0,0,8,0.17778,36,0.8,0,0,0,0,0,0,0,0,1,0.02222,0,0,0,0,13,0.28889,32,0.71111,10,0.22222,35,0.77778,53.63636,82,61.52,78.57,1.67,12.95,0,0,1,0.53636,48.52009,35.27839,11.53614,28,0.85,l1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,spain,,,,,,,,,,,,0
19350,25,se,sp,-0.03334939527842,Unclear,12.5333333333333,0.021940333568241,0.52621951664299,0.021940333568241,-0.085277278476799,0.64862208782307,1,1,3.83333333333333,6,2.79487179487179,39,1,30,2,2,2,1,1,0,4,1,2,2002,0,0,5,5,5,5,5,2,3,5,2,4,3,3,1,3,3,5,5,5,5,5,5,1,5,3,3,1,3,1,2,2,2,2,1,0,70,2005,1,1,1,1,2,1,2,0,3,2,1,1,2,12,2,26,0.57778,19,0.42222,0,0,0,0,4,0.08889,41,0.91111,0,0,0,0,0,0,3,0.06667,23,0.51111,15,0.33333,1,0.02222,2,0.04444,0,0,1,0.02222,0,0,0,0,0,0,0,0,10.8,9.8129,0,0,10,0.22222,1,0.02222,28,0.62222,6,0.13333,6,0.13333,0,0,34,0.75556,5,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.13333,17,0.37778,10,0.22222,3,0.06667,5,0.11111,2,0.04444,2,0.04444,0,0,6,0.13333,0,0,0,0,0,0,0,0,39,0.86667,0,0,0,0,0,0,0,0,0,0,0,0,21,0.46667,23,0.51111,0,0,0,0,0,0,0,0,1,0.02222,0,0,0,0,25,0.55556,20,0.44444,6,0.13333,39,0.86667,26.16162,55,51.52,68.75,2.26,20.68,0,0,1,0.26162,77.27273,35.64563,18.83261,11,0.63,l8s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,spain,,,,,,,,,,,,0
